Campo;Descripción campo;Tabla
gf_poltcl_exps_pers_type;Marca utilizada para realizar la clasificación de personas polí­ticamente expuestas (Relacionado con el Blanqueo de Capiltales) a aquellas personas que desempeí±an o han desempeí±ado funciones públicas destacadas en un determinado paí­s. Esta categorí­a incluye, por ejemplo, jefes de estado o de gobierno, polí­ticos de alta jerarquí­a, funcionarios de gobierno, judiciales o militares, altos ejecutivos de empresas estatales y funcionarios importantes de partido polí­ticos, que debido a su condición especial de PEP, por razones polí­ticas dentro de sus paí­ses de origen o quizás diplomáticas cuando se desempeí±an en el extranjero, reciben un trato diferencial y de suma discreción.;t_kbtq_ncustomer_info
gf_unified_mail_type;Marca utilizada para identificar si el Cliente ha solicitado recibir de forma conjunta la correspondencia vinculada a los distintos contratos/servicios que tiene contratados con la Entidad.;t_kbtq_ncustomer_info
gf_non_customer_status_type;Código utilizado para identificar situación en la que se encuentra la relación entre el no cliente y la Entidad. Por ejemplo:  - Activa  - Cancelada  - Inactiva - Morosa - Otros;t_kbtq_ncustomer_info
gf_holded_mail_id;Codificación utilizada para identificar si la correspondencia se retiene en la oficina o se envia al cliente.;t_kbtq_ncustomer_info
gf_periodicity_mail_number;Número que indica la frecuencia con la que el cliente recibe correspondencia vinculada a los distintos contratos/servicios que tiene contratados con la Entidad.;t_kbtq_ncustomer_info
gf_returned_mail_type;Marca utilizada para indicar de que el cliente rechaza o devuelve la correspondencia.;t_kbtq_ncustomer_info
gf_last_change_entity_id;Código del Banco/Entidad que realizó la última modificación en la información del registro;t_kbtq_ncustomer_info
gf_last_change_branch_id;Código de la sucursal / oficina que realizó la última modificación en la información del registro;t_kbtq_ncustomer_info
gf_senior_pos_type;Identificador de la actividad profesional desempeí±ada por las personas fí­sicas clientes de la Entidad, en el caso de que su ocupación laboral sea contratada. Por ejemplo: - Técnico Superior - Encargado - Administrativo - Agente Comercial - Trabajador no cualificado - etc;t_kbtq_ncustomer_info
gf_position_desc;Información que aporta mayor nivel de detalle sobre la categorí­a o cargo del usuario dentro de la Entidad.;t_kbtq_ncustomer_info
gf_adult_dependants_number;Número de adultos que conviven y dependen económicamente de la persona.;t_kbtq_ncustomer_info
gf_child_dependants_number;Número de nií±os que conviven y dependen económicamente de la persona.;t_kbtq_ncustomer_info
gf_firstborn_birth_date;Momento en el que el primogénito, hijo mayor, del cliente nace.;t_kbtq_ncustomer_info
gf_marriage_date;Momento en el que el cliente contrae matrimonio;t_kbtq_ncustomer_info
gf_relatives_data_date;Fecha a la que corresponden los datos familiares. Dependientes, adultos, nií±os...;t_kbtq_ncustomer_info
gf_spouse_personal_id;Numeración o codificación reflejada en el documento oficial identificativo del cónyuge del cliente. Por ejemplo:  - Número de Pasaporte - Número de Tarjeta de Residencia - Número del Documento Nacional de Identidad (DNI) - Número de Identificación Fiscal (NIF) - Número Cédula de Identidad - Otros;t_kbtq_ncustomer_info
gf_spouse_personal_type;Indicador del tipo de documento informado en el 'Documento oficial identif. del cónyuge del cliente'. Entendiendo por 'Documento oficial identif. del cónyuge del cliente' la numeración o codificación reflejada en su documento oficial identificativo. Por ejemplo: - Tarjeta de lector - Carnet de conducir - Pasaporte - DNI - Otros;t_kbtq_ncustomer_info
gf_billing_date;Momento en el que se realiza la facturación;t_kbtq_ncustomer_info
gf_automated_payments_number;Refleja el número de domiciliaciones que tiene vigentes el Cliente con la Entidad. La domiciliación bancaria es una forma de pago consistente en dar la orden al banco para que atienda periódicamente, hasta nuevo aviso, todos los recibos de una empresa, administración o particular. Este concepto se asocia a la contratación de un servicio por suscripción (suscripción a un gimnasio, una suscripción a una revista, etc.) o al pago periódico de recibos (luz, agua, teléfono).;t_kbtq_ncustomer_info
gf_company_economic_actvy_id;Identificador de la clasificación Industrial Internacional Uniforme (CIIU) es un sistema de clasificación, mediante códigos, de las actividades económicas, según procesos productivos. Permite la rápida identificación, en todo el mundo, de cualquier actividad productiva.;t_kbtq_ncustomer_info
gf_company_foundation_date;Fecha de constitución de la Empresa para aquellas personas jurí­dicas clientes de la Entidad.;t_kbtq_ncustomer_info
gf_company_join_date;Momento de la incorporación de la persona fí­sica cliente de la Entidad, en la empresa donde trabaja;t_kbtq_ncustomer_info
gf_external_commerce_type;Marca utilizada para identificar si la persona tiene actividad comercial de cara al exterior.  Por ejemplo: - Importa - Exporta - Ambas - Otros;t_kbtq_ncustomer_info
gf_ext_act_dest_cntry_id;Identificador de Paí­s Destino (Importación/Exportación) de la actividad exterior de la empresa.;t_kbtq_ncustomer_info
gf_ext_actvy_origin_country_id;Identificador de Paí­s Origen (Importación/Exportación) de la actividad exterior de la empresa.;t_kbtq_ncustomer_info
gf_company_trade_name;Nombre comercial o siglas de la compaí±ia.;t_kbtq_ncustomer_info
gf_person_qttv_rating_desc;Descripción de la calificación cuantitativa de la persona. Por ejemplo: - Normal - Deficiente - Irrecuperable - Otros;t_kbtq_ncustomer_info
gf_franchise_type;Marca utilizada para identificar si el negocio de las personas jurí­dicas clientes de la Entidad es una Franquicia. Entendiendo por franquicia la concesión de derechos de explotación de un producto, actividad o nombre comercial, otorgada por una empresa a una o varias personas en una zona determinada;t_kbtq_ncustomer_info
gf_flat_owned_date;Momento en el que la persona adquiere un piso/local en propiedad;t_kbtq_ncustomer_info
gf_prtcpt_gr_header_type;Marca utilizada para identificar si el partí­cipe es la cabecera o casa matriz del grupo con el que está relacionado, entendiendo por casa Matriz una empresa que tiene una o más empresas dependientes o filiales, es decir, que posee al menos el 50% del capital de otras sociedades. Todas estas empresas es lo que se conoce como un grupo empresarial. La empresa matriz por lo general proporciona gestión, administración y control a través de una o más personas, directores o gerentes, que ha designado la directiva de la empresa matriz.;t_kbtq_ncustomer_info
gf_non_cust_econ_activity_id;Código interno de la entidad, utilizado para identificar el tipo de activdad económica del no cliente al momento de la evaluación. Posibles valores: Otro, Financiera Fijo...etc;t_kbtq_ncustomer_info
gf_rating_corporative_type;Código correspondiente a la calificación corporativa.;t_kbtq_ncustomer_info
gf_non_cust_l_solv_study_date;Fecha del estudio, en la que se determina el nivel de solvencia del no cliente.;t_kbtq_ncustomer_info
gf_ncust_subgroup_rating_desc;Descripción de la clasificadión de subgrupo o sector al que pertenece un no cliente. Por ejemplo: - Natural Residente.  - Natural no Residente - Trabajador BBVA - Entidad Oficial Nal. - Entidad Descentralizadas Nal. - Otros.;t_kbtq_ncustomer_info
gf_seasonal_commerce_type;Marca utilizada para identificar si el comercio opera estacionalmente. En este tipo de comercios, sus ventas se concentran en una época del aí±o.;t_kbtq_ncustomer_info
gf_activity_start_date;Momento en el que se inicia la actividad, cita o tarea;t_kbtq_ncustomer_info
gf_urbanization_type;Tipo de zona o urbanización de la dirección.;t_kbtq_ncustomer_info
gf_income_level_calc_date;Momento en el que se realiza el cálculo del nivel de ingresos, siendo éste el Importe medio mensual de ingresos recibidos por la persona según su ocupación laboral (Importe Nomina, Importe pensión...);t_kbtq_ncustomer_info
gf_non_customer_subgroup_id;Código identificativo que permite identificar el subgrupo o sector al que pertenece un no cliente. Por ejemplo: - Natural Residente.  - Natural no Residente - Trabajador BBVA - Entidad Oficial Nal. - Entidad Descentralizadas Nal. - Otros.;t_kbtq_ncustomer_info
gf_total_balance_date;Momento en el que se ha elaborado el balance que refleja la situación económica y financiera del cliente de la entidad en un momento determinado.;t_kbtq_ncustomer_info
gf_non_customer_entry_date;Momento temporal en el cual se registra la relación con el no cliente.;t_kbtq_ncustomer_info
gf_non_customer_end_date;Momento temporal en el cual finaliza la relación con el no cliente.;t_kbtq_ncustomer_info
gf_entity_branches_number;Número de oficinas/sucursales que tiene la entidad.;t_kbtq_ncustomer_info
gf_buss_activity_type;Código utilizado en los EE. UU. equivalente al código SIC para el negocio. Los Códigos de Clasificación Industrial Estándar (Códigos SIC) identifican la lí­nea principal de negocios de una compaí±í­a. Es el sistema más utilizado por el gobierno de EE. UU., Público y organizaciones privadas;t_kbtq_ncustomer_info
gf_non_customer_segment_id;Identificación uní­voca del grupo al que es asignado el no cliente de la Entidad. Esta división de los no clientes en grupos basados en caracterí­sticas comunes, permite que la Entidad pueda mercadear cada grupo efectiva y apropiadamente. La segmentación permite a los marketers ajustar mejor sus esfuerzos de marketing a varios subconjuntos de audiencias. La segmentación ayuda a la Entidad a: - Crear y comunicar mensajes de marketing dirigidos al target que resonarán en grupos o no clientes especí­ficos, pero no con otros (que recibirán mensajes ajustados a sus necesidades e intereses) - Seleccionar los mejores canales de comunicación para cada segmento, que puede ser correo, redes sociales, cuí±as de radio, u otro, dependiendo del segmento. - Identificar maneras de mejorar productos o productos nuevos u oportunidades de servicio. - Establecer una mejor relación con los consumidores. - Probar opciones de precio. - Enfocarse en los clientes más rentables. - Mejorar el servicio al no cliente - Hacer la mayor venta y venta cruzada de productos y servicios. Segmentar clientes requiere que la Entidad reúna información -datos- de los consumidores y analizarlos para identificar patrones que pueden ser usados para crear segmentos.;t_kbtq_ncustomer_info
gf_province_id;Código identificativo de la Provincia /Estado.;t_kbtq_ncustomer_info
gf_buss_activity_desc;Descripción en los EE. UU. equivalente al código SIC para el negocio. Los Códigos de Clasificación Industrial Estándar (Códigos SIC) identifican la lí­nea principal de negocios de una compaí±í­a. Es el sistema más utilizado por el gobierno de EE. UU., Público y organizaciones privadas;t_kbtq_ncustomer_info
g_currency_id;Código alfanumérico Modelo Global de 3 posiciones que clasifica la divisa/moneda de los paí­ses en base al estándar internacional ISO 4217. Por ejemplo: EUR (Euro), ARS (Peso Argentino), COP (Peso Colombiano), CAD (Dolar canadiense), USA (Dolar estadounidense)...;t_kbtq_ncustomer_info
g_non_cust_contact_ind_type;Marca de modelo global, utilizada para indicar si la entidad ha conseguido contactar con el no cliente a través de alguno de los métodos de contacto indicados por el no cliente.;t_kbtq_ncustomer_info
gf_curr_ocpn_join_year_id;Aí±o correspondiente al aí±o en el que el cliente comienza a trabajar en el actual trabajo/empleo.;t_kbtq_ncustomer_info
